srcIP,srcPort,dstIP,dstport,Protocol,reqIPflag,resIPflag,reqLen,resLen,reqPayload,resPayload,reqttL,resttl,restimemin,restimeavg,restimemax,repeatance,repeatance / min,isServer,device_on,application_on,application_idel,attack_yes,attack_type,alias_name,device_type,scenario
ec2-54-154-20-120.eu-west-1.compute.amazonaws.com,443,10.42.0.226,62052,TCP,18,10,123,54,0,0,229,255,0.0375,0.14,0.23,4,0.51,True,False,False,False,False,,,,
